"number","title","pageid","namespace","length","touched"
"465","Aleksandr_Gorban","43532808","","18085","20190223190353"
"466","Aleksandr_Grammatin","48404708","","4651","20190203061606"
"467","Aleksandr_Iosifovich_Popov","51841948","","1490","20190219214619"
"468","Aleksandr_Kondratov","19219775","","3266","20190222233426"
"469","Aleksandr_Loran","27411705","","4631","20190225004402"
"470","Aleksandr_Nadiradze","26133060","","14034","20190225004359"
"471","Aleksandr_Palladin","46312880","","3462","20190219214524"
"472","Aleksandr_Potupa","23095874","","14496","20190224215620"
"473","Aleksandr_Voskresensky","59622667","","3727","20190226234855"
"474","Aleksandr_Zheleznyakov","25893465","","6044","20190219214056"
"475","Aleksandra_Ishimova","18294142","","4239","20190226232220"
"476","Aleksei_Isaev","1836264","","4480","20190219214232"
"477","Aleksei_Lotman","40850116","","3717","20190203055453"
"478","Aleksei_N._Leontiev","628445","","7651","20190225004250"
"479","Aleksei_Turovski","22066482","","1425","20190219214003"
"480","Aleksis_Dreimanis","9007724","","5500","20190213233524"
"481","Alenia_Marconi_Systems","795381","","4002","20190219213929"
"482","Alessandro_G._Ruggiero","53842285","","1390","20190203062706"
"483","Alessandro_Piccolomini","2494131","","4271","20190221125826"
"484","Alessandro_Serpieri","15087529","","5413","20190213233640"
"485","Alessandro_Vaciago","22494743","","1885","20190219220813"
"486","Alessandro_Volta","1923","","19768","20190224123705"
"487","Alex_B._Novikoff","41048441","","22121","20190219222413"
"488","Alex_Comfort","232529","","15735","20190219213725"
"489","Alex_Danvers","57268299","","25124","20190221094408"
"490","Alex_Grossmann","1608605","","1251","20190219111811"
"491","Alex_Hershaft","42111102","","14971","20190224224818"
"492","Alex_Ignatiev","53960570","","976","20190208190808"
"493","Alex_Snoeren","31786377","","1266","20190203051955"
"494","Alexander_A._Clerk","54280856","","34778","20190226233918"
"495","Alexander_A._Galushkin","47191485","","4391","20190219222747"
"496","Alexander_Badawy","6846722","","1442","20190215034739"
"497","Alexander_Balankin","15547112","","24091","20190219220042"
"498","Alexander_Barchenko","2920417","","1147","20190219213558"
"499","Alexander_Bogdanov","38584387","","34196","20190226020726"
"500","Alexander_Boichuk","36735091","","4323","20190219214258"
"501","Alexander_Butlerov","861040","","3659","20190219213939"
"502","Alexander_Charles_Cumming","48884048","","3056","20190222045832"
"503","Alexander_Chayanov","1229560","","8412","20190224223418"
"504","Alexander_Chizhevsky","5390040","","15931","20190224215405"
"505","Alexander_Christakis","10833027","","8270","20190224215454"
"506","Alexander_Christison","48207020","","2434","20190203061530"
"507","Alexander_Clifford_Beauglehole","42607706","","2558","20190222045830"
"508","Alexander_Dmitrievich_Zasyadko","1029804","","3126","20190219213515"
"509","Alexander_Ebner","34906003","","6008","20190213233926"
"510","Alexander_F._I._Forbes","764614","","1161","20190211230922"
"511","Alexander_Filippou","25413532","","2623","20190223231505"
"512","Alexander_Francis_Chamberlain","1146271","","3154","20190213233207"
"513","Alexander_Friedrich_von_Hueck","39956134","","2039","20190213234000"
"514","Alexander_G._Fraser","14111634","","2904","20190226022210"
"515","Alexander_Golod","43607395","","6042","20190203060313"
"516","Alexander_Its","52960739","","3128","20190216213029"
"517","Alexander_Ivanovich_Tikhonov","56056687","","7697","20190219214653"
"518","Alexander_John_Nicholson","12995486","","1780","20190224215509"
"519","Alexander_Karpinsky","520416","","5313","20190226225556"
"520","Alexander_Kashlinsky","28706924","","1751","20190203050542"
"521","Alexander_Kasimovich_Kazembek","7375849","","10261","20190225004319"
"522","Alexander_Keith_Johnston_(1844–1879)","1657346","","3016","20190219214205"
"523","Alexander_Kellner","25448862","","16167","20190219221102"
"524","Alexander_Kemurdzhian","16061647","","6288","20190225212155"
"525","Alexander_Keyserling","925845","","5443","20190219213954"
"526","Alexander_Killen_Macbeth","52707422","","1966","20190203062505"
"527","Alexander_King_(scientist)","4647829","","4368","20190222045819"
"528","Alexander_Kirilow_Drenowski","15637220","","843","20190104225707"
"529","Alexander_Kolisko","17301530","","3136","20190203041330"
"530","Alexander_Kronrod","4843650","","15148","20190219213637"
"531","Alexander_Krämer","29271772","","4280","20190219221428"
"532","Alexander_Kuchin","15176281","","5468","20190219213835"
"533","Alexander_Kusenko","53844297","","2511","20190224224855"
"534","Alexander_L._George","14809867","","6926","20190219215946"
"535","Alexander_Lerner","15340622","","3276","20190219213836"
"536","Alexander_Lernet-Holenia","2256572","","12291","20190222162609"
"537","Alexander_Lowen","30872149","","5438","20190219221538"
"538","Alexander_Lubotzky","22754130","","13491","20190224215618"
"539","Alexander_Luria","389738","","40711","20190225004248"
"540","Alexander_Lyudskanov","50628228","","2244","20190219214609"
"541","Alexander_Mackay_(magistrate)","34576642","","1421","20190213233924"
"542","Alexander_McKay_(geologist)","34564691","","1786","20190213233924"
"543","Alexander_Meissner","8702972","","1386","20190213233520"
"544","Alexander_Mervart","28741504","","2226","20190219214129"
"545","Alexander_Nabutovsky","34165119","","1975","20190219221829"
"546","Alexander_Nesmeyanov","9861601","","5762","20190222045820"
"547","Alexander_Nikolayevich_Lebedev","7005552","","1133","20190203025432"
"548","Alexander_Nove","9205547","","4482","20190219213735"
"549","Alexander_Ostrowski","5827091","","3199","20190219213651"
"550","Alexander_Pavlovich_Vinogradov","9862095","","1937","20190219213743"
"551","Alexander_Popov_(film)","3978615","","2669","20190219213622"
"552","Alexander_Prokhorov","156089","","15231","20190224215257"
"553","Alexander_R._Todd","490284","","13284","20190223184026"
"554","Alexander_Raikhel","45648120","","8341","20190224224829"
"555","Alexander_Refsum_Jensenius","23240855","","7845","20190219220856"
"556","Alexander_Rich","6320989","","9684","20190221102737"
"557","Alexander_Salomonovich","18047542","","1401","20190219213909"
"558","Alexander_Schrijver","35280549","","8732","20190224215734"
"559","Alexander_Selligue","23106631","","1826","20190203044134"
"560","Alexander_Shikov","23022283","","2769","20190203044043"
"561","Alexander_Spirin","879527","","4220","20190219213943"
"562","Alexander_Stuart_(scientist)","21306891","","2976","20190213233732"
"563","Alexander_Tielens","34157712","","3507","20190226234618"
"564","Alexander_Tropsha","3136342","","5214","20190226022247"
"565","Alexander_V._Zakharov","34651670","","6962","20190219214230"
"566","Alexander_Vostokov","2441099","","4615","20190219213543"
"567","Alexander_Wetmore","1055612","","8150","20190224221513"
"568","Alexander_William_Williamson","2175843","","10001","20190221011338"
"569","Alexander_van_Oudenaarden","17509366","","11370","20190221121809"
"570","Alexander_von_Humboldt","70631","","151942","20190226171710"
"571","Alexander_von_Humboldt_(Stanford_University)","58635724","","3397","20190226234153"
"572","Alexander_von_Humboldt_Foundation","8339335","","4120","20190224224650"
"573","Alexander_von_Middendorff","648155","","10792","20190221084649"
"574","Alexandr_Kapto","10867906","","3820","20190219215533"
"575","Alexandra_Adler","485267","","2797","20190226234032"
"576","Alexandra_Olaya-Castro","52116400","","3810","20190226230643"
"577","Alexandra_Silva","58336813","","2519","20190224224909"
"578","Alexandre-Théophile_Vandermonde","457143","","3435","20190214082250"
"579","Alexandre-Émile_Béguyer_de_Chancourtois","9394818","","7949","20190214150657"
"580","Alexandre_Barbié_du_Bocage","34287488","","492","20190213233921"
"581","Alexandre_Guy_Pingré","3170426","","5627","20190213233330"
"582","Alexandre_Quintanilha","3490987","","2897","20190226022322"
"583","Alexandre_Rodrigues_Ferreira","12213365","","10932","20190219213805"
"584","Alexandru_Ciurcu","3421348","","1793","20190219214628"
"585","Alexei_Gvishiani","53031976","","14759","20190219223059"
"586","Alexei_L._Efros","53160664","","4914","20190219214628"
"587","Alexei_Osipov","22979522","","2711","20190222045724"
"588","Alexei_Volkoff","29473885","","14873","20190220001337"
"589","Alexey_A._Petrov","27610028","","3072","20190219221257"
"590","Alexey_Chervonenkis","305850","","2005","20190219213446"
"591","Alexey_Ivakhnenko","13793648","","20027","20190219213821"
"592","Alexey_Karpenko","55307207","","7433","20190219214646"
"593","Alexey_Kylasov","37045326","","8521","20190226234641"
"594","Alexey_Olovnikov","24592348","","2781","20190220152010"
"595","Alexey_Stakhov","39601478","","14133","20190219214346"
"596","Alexey_Tryoshnikov","4368004","","2714","20190219213629"
"597","Alexia_Massalin","13637942","","8599","20190219215837"
"598","Alexis_Belonio","21360013","","9960","20190224215610"
"599","Alexis_Clairaut","196273","","15543","20190219213714"
"600","Alexis_Damour","40240152","","3486","20190224215759"
"601","Alexis_Jacquemin","8370473","","3328","20190219215253"
"602","Alexius_Sylvius_Polonus","5076773","","2080","20190226231504"
"603","Alf_Howard","28017301","","3551","20190219221319"
"604","Alfio_Piva","26127237","","3241","20190219221141"
"605","Alfonso_Falero","12941047","","2534","20190225004332"
"606","Alfonso_L._Herrera","22305129","","6310","20190226234401"
"607","Alfonso_Marconi","44298322","","4282","20190203060515"
"608","Alfred_Adler","81590","","55884","20190225004243"
"609","Alfred_Aho","140930","","12528","20190224224557"
"610","Alfred_Brauer","22923580","","2861","20190213233749"
"611","Alfred_C._Malchiodi","12830678","","2748","20190219215740"
"612","Alfred_C._Redfield","4690548","","4780","20190219214826"
"613","Alfred_Cockayne","34648187","","1165","20190222045828"
"614","Alfred_Daniell","49077026","","2562","20190203061748"
"615","Alfred_Douglas_Hardy","26024425","","1724","20190211200642"
"616","Alfred_Foster_(mathematician)","49253005","","5855","20190219222858"
"617","Alfred_Fowler","635228","","13699","20190219213855"
"618","Alfred_Fröhlich","12040222","","3365","20190203034110"
"619","Alfred_G._Knudson","2006873","","8174","20190224143023"
"620","Alfred_George_Greenhill","11176721","","6158","20190203033408"
"621","Alfred_Hardy_(dermatologist)","49818746","","3170","20190203061908"
"622","Alfred_Inselberg","52084493","","3995","20190203062332"
"623","Alfred_Jefferis_Turner","12758986","","4743","20190226234126"
"624","Alfred_Jost","21015553","","4946","20190219220635"
"625","Alfred_Kahl","36491446","","6798","20190226234636"
"626","Alfred_Kinsey","37661","","39901","20190219213539"
"627","Alfred_Kleiner","6274827","","7724","20190219215029"
"628","Alfred_Kohn","19105502","","3441","20190219220445"
"629","Alfred_Kubin","850173","","7823","20190224145341"
"630","Alfred_L._Copley","10192585","","4282","20190218114856"
"631","Alfred_Merz","6719777","","3268","20190219215100"
"632","Alfred_Métraux","3930368","","11577","20190219214728"
"633","Alfred_Nobel","851","","27107","20190225004241"
"634","Alfred_Nobel_University","26977276","","9230","20190224224731"
"635","Alfred_Romer","519648","","16121","20190222045815"
"636","Alfred_Russel_Wallace","1494","","120339","20190226171710"
"637","Alfred_Senier","34800461","","851","20190203053208"
"638","Alfred_Spector","7152797","","11773","20190224224644"
"639","Alfred_Sturtevant","1641423","","14489","20190219214203"
"640","Alfred_V._Verville","22210106","","37347","20190224203911"
"641","Alfred_Voeltzkow","11300129","","3812","20190222062356"
"642","Alfred_Wegener","1331018","","34584","20190225004255"
"643","Alfred_Y._Cho","3594801","","5969","20190224215349"
"644","Alfredo_De_Massis","54093789","","6091","20190219223141"
"645","Alfredo_Lagmay","40143325","","2449","20190219222312"
"646","Alfredo_Noel_Iusem","46770357","","4582","20190219222733"
"647","Alfredo_Pavlovsky","59589990","","3618","20190212065959"
"648","Alfreds_Meders","49265750","","1833","20190219222858"
"649","Algernop_Krieger","49507982","","367","20190221113804"
"650","Ali_A._Abdi","25225220","","7749","20190224215634"
"651","Ali_Abbasov","22412326","","8133","20190224124247"
"652","Ali_Abdelghany","10201896","","5232","20190219215453"
"653","Ali_Abkar","38265149","","3285","20190219222151"
"654","Ali_Akansu","12820580","","10353","20190224215508"
"655","Ali_Akbar_Rezaei","52754959","","3299","20190215035157"
"656","Ali_Akbar_Rezai","52692531","","3232","20181221130133"
"657","Ali_Bardakoğlu","3524882","","3691","20190219213613"
"658","Ali_Chamseddine","39846459","","11834","20190219222300"
"659","Ali_Erdemir","1351407","","3039","20190226022432"
"660","Ali_Ertürk","56905950","","7297","20190203063156"
"661","Ali_Guliyev","49447392","","6335","20190227023748"
"662","Ali_H._Nayfeh","19773877","","5801","20190224224715"
"663","Ali_Khademhosseini","11446358","","10058","20190219215610"
"664","Ali_Moustafa_Mosharafa","9402112","","10806","20190226202002"
"665","Ali_Qushji","14951467","","17897","20190225005426"
"666","Ali_Reza_Ashrafi","57746895","","923","20190203063416"
"667","Ali_Riaz","44741050","","12496","20190221173857"
"668","Ali_Rıza_Babaoğlan","49115800","","4727","20190224224840"
"669","Ali_Said_Faqi","23029343","","6606","20190219214012"
"670","Ali_Sajid","21474795","","2920","20190224215611"
"671","Ali_Yachkaschi","40186970","","6333","20190219222328"
"672","Ali_Ülger","23485820","","985","20190215034843"
"673","Alia_Al_Mansoori","56862385","","1746","20190218162335"
"674","Alice_Everett","37388778","","10890","20190219222106"
"675","Alice_Gorman","43557717","","11602","20190219222553"
"676","Alice_Just_Harding","53839755","","1475","20190220153440"
"677","Alice_L._Pérez_Sánchez","50349228","","2449","20190203061957"
"678","Alice_Larkin","59028382","","12766","20190226081026"
"679","Alice_MacLennan","59168501","","3746","20190219223441"
"680","Alice_Thorner","47670308","","5860","20190219222806"
"681","Alicia_Dickenstein","46808043","","4731","20190219222735"
"682","Alick_Isaacs","4388901","","6091","20190219214804"
"683","Alikhan_Bukeikhanov","7454381","","9997","20190226075305"
"684","Alireza_Afzalipour","15071402","","2524","20190219213833"
"685","Alireza_Yaghoubi","42409509","","8043","20190219222514"
"686","Alison_Davenport","58888319","","11528","20190224224911"
"687","Alison_Goate","58857377","","3995","20190219223426"
"688","Alison_Gopnik","20824873","","18118","20190224224717"
"689","Alison_Kellow","55426658","","2004","20190214150806"
"690","Alison_Murray_(scientist)","51364203","","11776","20190224224848"
"691","Alison_R.H._Narayan","59784470","","9030","20190223142921"
"692","Alison_Wylie","8101680","","7523","20190226175510"
"693","Alistair_Smythe","2099977","","23487","20190224192615"
"694","Alizade_Valida_Movsum","51025448","","5417","20190219214612"
"695","All_Remains_to_People","50638833","","2674","20190221173906"
"696","All_the_Presidents'_Heads","28620024","","6951","20190225041406"
"697","Alla_Masevich","48201018","","1543","20190215035124"
"698","Allan_Hahn","38483778","","9266","20190205132144"
"699","Allan_Hay","34191472","","4296","20190219221830"
"700","Allan_M._Collins","22598647","","9392","20190212211052"
"701","Allan_MacLeod_Cormack","883598","","5512","20190224145348"
"702","Allan_Paivio","7326345","","7335","20190225215321"
"703","Allan_Rosencwaig","53833897","","1286","20190203062705"
"704","Allan_Sandage","726376","","15585","20190219213915"
